rental_id;rental_date;inventory_id;customer_id;first_name;last_name;email
91;25-05-2005 14:57;139;267;Margie;Wade;margie.wade@sakilacustomer.org
92;25-05-2005 15:38;775;302;Michael;Silverman;michael.silverman@sakilacustomer.org
93;25-05-2005 15:54;4360;288;Bobbie;Craig;bobbie.craig@sakilacustomer.org
94;25-05-2005 16:03;1675;197;Sue;Peters;sue.peters@sakilacustomer.org
95;25-05-2005 16:12;178;400;Bryan;Hardison;bryan.hardison@sakilacustomer.org
96;25-05-2005 16:32;3418;49;Joyce;Edwards;joyce.edwards@sakilacustomer.org
97;25-05-2005 16:34;1283;263;Hilda;Hopkins;hilda.hopkins@sakilacustomer.org
98;25-05-2005 16:48;2970;269;Cassandra;Walters;cassandra.walters@sakilacustomer.org
99;25-05-2005 16:50;535;44;Marie;Turner;marie.turner@sakilacustomer.org
100;25-05-2005 16:50;2599;208;Lucy;Wheeler;lucy.wheeler@sakilacustomer.org
101;25-05-2005 17:17;617;468;Tim;Cary;tim.cary@sakilacustomer.org
102;25-05-2005 17:22;373;343;Douglas;Graf;douglas.graf@sakilacustomer.org
103;25-05-2005 17:30;3343;384;Ernest;Stepp;ernest.stepp@sakilacustomer.org
104;25-05-2005 17:46;4281;310;Daniel;Cabral;daniel.cabral@sakilacustomer.org
105;25-05-2005 17:54;794;108;Tracy;Cole;tracy.cole@sakilacustomer.org
106;25-05-2005 18:18;3627;196;Alma;Austin;alma.austin@sakilacustomer.org
107;25-05-2005 18:28;2833;317;Edward;Baugh;edward.baugh@sakilacustomer.org
108;25-05-2005 18:30;3289;242;Glenda;Frazier;glenda.frazier@sakilacustomer.org
109;25-05-2005 18:40;1044;503;Angel;Barclay;angel.barclay@sakilacustomer.org
110;25-05-2005 18:43;4108;19;Ruth;Martinez;ruth.martinez@sakilacustomer.org
111;25-05-2005 18:45;3725;227;Colleen;Burton;colleen.burton@sakilacustomer.org
112;25-05-2005 18:57;2153;500;Reginald;Kinder;reginald.kinder@sakilacustomer.org
113;25-05-2005 19:07;2963;93;Phyllis;Foster;phyllis.foster@sakilacustomer.org
114;25-05-2005 19:12;4502;506;Leslie;Seward;leslie.seward@sakilacustomer.org
115;25-05-2005 19:13;749;455;Jon;Wiles;jon.wiles@sakilacustomer.org
116;25-05-2005 19:27;4453;18;Carol;Garcia;carol.garcia@sakilacustomer.org
117;25-05-2005 19:30;4278;7;Maria;Miller;maria.miller@sakilacustomer.org
118;25-05-2005 19:31;872;524;Jared;Ely;jared.ely@sakilacustomer.org
119;25-05-2005 19:37;1359;51;Alice;Stewart;alice.stewart@sakilacustomer.org
120;25-05-2005 19:37;37;365;Bruce;Schwarz;bruce.schwarz@sakilacustomer.org
121;25-05-2005 19:41;1053;405;Leonard;Schofield;leonard.schofield@sakilacustomer.org
122;25-05-2005 19:46;2908;273;Priscilla;Lowe;priscilla.lowe@sakilacustomer.org
123;25-05-2005 20:26;1795;43;Christine;Roberts;christine.roberts@sakilacustomer.org
124;25-05-2005 20:46;212;246;Marian;Mendoza;marian.mendoza@sakilacustomer.org
125;25-05-2005 20:48;952;368;Harry;Arce;harry.arce@sakilacustomer.org
126;25-05-2005 21:07;2047;439;Alexander;Fennell;alexander.fennell@sakilacustomer.org
127;25-05-2005 21:10;2026;94;Norma;Gonzales;norma.gonzales@sakilacustomer.org
128;25-05-2005 21:19;4322;40;Amanda;Carter;amanda.carter@sakilacustomer.org
129;25-05-2005 21:20;4154;23;Sarah;Lewis;sarah.lewis@sakilacustomer.org
130;25-05-2005 21:21;3990;56;Gloria;Cook;gloria.cook@sakilacustomer.org
131;25-05-2005 21:42;815;325;Timothy;Bunn;timothy.bunn@sakilacustomer.org
132;25-05-2005 21:46;3367;479;Zachary;Hite;zachary.hite@sakilacustomer.org
133;25-05-2005 21:48;399;237;Tanya;Gilbert;tanya.gilbert@sakilacustomer.org
134;25-05-2005 21:48;2272;222;Delores;Hansen;delores.hansen@sakilacustomer.org
135;25-05-2005 21:58;103;304;David;Royal;david.royal@sakilacustomer.org
136;25-05-2005 22:02;2296;504;Nathaniel;Adam;nathaniel.adam@sakilacustomer.org
137;25-05-2005 22:25;2591;560;Jordan;Archuleta;jordan.archuleta@sakilacustomer.org
138;25-05-2005 22:48;4134;586;Kirk;Stclair;kirk.stclair@sakilacustomer.org
139;25-05-2005 23:00;327;257;Marsha;Douglas;marsha.douglas@sakilacustomer.org
140;25-05-2005 23:34;655;354;Justin;Ngo;justin.ngo@sakilacustomer.org
141;25-05-2005 23:34;811;89;Julia;Flores;julia.flores@sakilacustomer.org
142;25-05-2005 23:43;4407;472;Greg;Robins;greg.robins@sakilacustomer.org
143;25-05-2005 23:45;847;297;Sherri;Rhodes;sherri.rhodes@sakilacustomer.org
144;25-05-2005 23:49;1689;357;Keith;Rico;keith.rico@sakilacustomer.org
145;25-05-2005 23:59;3905;82;Kathryn;Coleman;kathryn.coleman@sakilacustomer.org
146;26-05-2005 0:07;1431;433;Don;Bone;don.bone@sakilacustomer.org
147;26-05-2005 0:17;633;274;Naomi;Jennings;naomi.jennings@sakilacustomer.org
148;26-05-2005 0:25;4252;142;April;Burns;april.burns@sakilacustomer.org
149;26-05-2005 0:28;1084;319;Ronald;Weiner;ronald.weiner@sakilacustomer.org
150;26-05-2005 0:28;909;429;Frederick;Isbell;frederick.isbell@sakilacustomer.org
151;26-05-2005 0:37;2942;14;Betty;White;betty.white@sakilacustomer.org
152;26-05-2005 0:41;2622;57;Evelyn;Morgan;evelyn.morgan@sakilacustomer.org
153;26-05-2005 0:47;3888;348;Roger;Quintanilla;roger.quintanilla@sakilacustomer.org
154;26-05-2005 0:55;1354;185;Roberta;Harper;roberta.harper@sakilacustomer.org
155;26-05-2005 1:15;288;551;Clayton;Barbee;clayton.barbee@sakilacustomer.org
156;26-05-2005 1:19;3193;462;Warren;Sherrod;warren.sherrod@sakilacustomer.org
157;26-05-2005 1:25;887;344;Henry;Billingsley;henry.billingsley@sakilacustomer.org
158;26-05-2005 1:27;2395;354;Justin;Ngo;justin.ngo@sakilacustomer.org
159;26-05-2005 1:34;3453;505;Rafael;Abney;rafael.abney@sakilacustomer.org
160;26-05-2005 1:46;1885;290;Kristina;Chambers;kristina.chambers@sakilacustomer.org
161;26-05-2005 1:51;2941;182;Renee;Lane;renee.lane@sakilacustomer.org
162;26-05-2005 2:02;1229;296;Ramona;Hale;ramona.hale@sakilacustomer.org
163;26-05-2005 2:26;2306;104;Rita;Graham;rita.graham@sakilacustomer.org
164;26-05-2005 2:26;1070;151;Megan;Palmer;megan.palmer@sakilacustomer.org
165;26-05-2005 2:28;2735;33;Anna;Hill;anna.hill@sakilacustomer.org
166;26-05-2005 2:49;3894;322;Jason;Morrissey;jason.morrissey@sakilacustomer.org
167;26-05-2005 2:50;865;401;Tony;Carranza;tony.carranza@sakilacustomer.org
168;26-05-2005 3:07;2714;469;Wesley;Bull;wesley.bull@sakilacustomer.org
169;26-05-2005 3:09;1758;381;Bobby;Boudreau;bobby.boudreau@sakilacustomer.org
170;26-05-2005 3:11;3688;107;Florence;Woods;florence.woods@sakilacustomer.org
171;26-05-2005 3:14;4483;400;Bryan;Hardison;bryan.hardison@sakilacustomer.org
172;26-05-2005 3:17;2873;176;June;Carroll;june.carroll@sakilacustomer.org
173;26-05-2005 3:42;3596;533;Jessie;Milam;jessie.milam@sakilacustomer.org
174;26-05-2005 3:44;3954;552;Hugh;Waldrop;hugh.waldrop@sakilacustomer.org
175;26-05-2005 3:46;4346;47;Frances;Parker;frances.parker@sakilacustomer.org
176;26-05-2005 3:47;851;250;Jo;Fowler;jo.fowler@sakilacustomer.org
177;26-05-2005 4:14;3545;548;Allan;Cornish;allan.cornish@sakilacustomer.org
178;26-05-2005 4:21;1489;196;Alma;Austin;alma.austin@sakilacustomer.org
179;26-05-2005 4:26;2575;19;Ruth;Martinez;ruth.martinez@sakilacustomer.org
180;26-05-2005 4:46;2752;75;Tammy;Sanders;tammy.sanders@sakilacustomer.org
181;26-05-2005 4:47;2417;587;Sergio;Stanfield;sergio.stanfield@sakilacustomer.org
182;26-05-2005 4:49;4396;237;Tanya;Gilbert;tanya.gilbert@sakilacustomer.org
183;26-05-2005 5:01;2877;254;Maxine;Silva;maxine.silva@sakilacustomer.org
184;26-05-2005 5:29;1970;556;Armando;Gruber;armando.gruber@sakilacustomer.org
185;26-05-2005 5:30;2598;125;Ethel;Webb;ethel.webb@sakilacustomer.org
186;26-05-2005 5:32;1799;468;Tim;Cary;tim.cary@sakilacustomer.org
187;26-05-2005 5:42;4004;515;Andre;Rapp;andre.rapp@sakilacustomer.org
188;26-05-2005 5:47;3342;243;Lydia;Burke;lydia.burke@sakilacustomer.org
189;26-05-2005 6:01;984;247;Stella;Moreno;stella.moreno@sakilacustomer.org
190;26-05-2005 6:11;3962;533;Jessie;Milam;jessie.milam@sakilacustomer.org
191;26-05-2005 6:14;4365;412;Allen;Butterfield;allen.butterfield@sakilacustomer.org
192;26-05-2005 6:20;1897;437;Randall;Neumann;randall.neumann@sakilacustomer.org
193;26-05-2005 6:41;3900;270;Leah;Curtis;leah.curtis@sakilacustomer.org
194;26-05-2005 6:52;1337;29;Angela;Hernandez;angela.hernandez@sakilacustomer.org
195;26-05-2005 6:52;506;564;Bob;Pfeiffer;bob.pfeiffer@sakilacustomer.org
196;26-05-2005 6:55;190;184;Vivian;Ruiz;vivian.ruiz@sakilacustomer.org
197;26-05-2005 6:59;4212;546;Kelly;Knott;kelly.knott@sakilacustomer.org
198;26-05-2005 7:03;1789;54;Teresa;Rogers;teresa.rogers@sakilacustomer.org
199;26-05-2005 7:11;2135;71;Kathy;James;kathy.james@sakilacustomer.org
200;26-05-2005 7:12;3926;321;Kevin;Schuler;kevin.schuler@sakilacustomer.org
201;26-05-2005 7:13;776;444;Marcus;Hidalgo;marcus.hidalgo@sakilacustomer.org
202;26-05-2005 7:27;674;20;Sharon;Robinson;sharon.robinson@sakilacustomer.org
203;26-05-2005 7:27;3374;109;Edna;West;edna.west@sakilacustomer.org
204;26-05-2005 7:30;1842;528;Claude;Herzog;claude.herzog@sakilacustomer.org
205;26-05-2005 7:59;303;114;Grace;Ellis;grace.ellis@sakilacustomer.org
206;26-05-2005 8:01;1717;345;Carl;Artis;carl.artis@sakilacustomer.org
207;26-05-2005 8:04;102;47;Frances;Parker;frances.parker@sakilacustomer.org
208;26-05-2005 8:10;3669;274;Naomi;Jennings;naomi.jennings@sakilacustomer.org
209;26-05-2005 8:14;729;379;Carlos;Coughlin;carlos.coughlin@sakilacustomer.org
210;26-05-2005 8:14;1801;391;Clarence;Gamez;clarence.gamez@sakilacustomer.org
211;26-05-2005 8:33;4005;170;Beatrice;Arnold;beatrice.arnold@sakilacustomer.org
212;26-05-2005 8:34;764;59;Cheryl;Murphy;cheryl.murphy@sakilacustomer.org
213;26-05-2005 8:44;1505;394;Chris;Brothers;chris.brothers@sakilacustomer.org
214;26-05-2005 8:48;1453;98;Lillian;Griffin;lillian.griffin@sakilacustomer.org
215;26-05-2005 9:02;679;197;Sue;Peters;sue.peters@sakilacustomer.org
216;26-05-2005 9:17;1398;91;Lois;Butler;lois.butler@sakilacustomer.org
217;26-05-2005 9:24;4395;121;Josephine;Gomez;josephine.gomez@sakilacustomer.org
218;26-05-2005 9:27;2291;309;Christopher;Greco;christopher.greco@sakilacustomer.org
219;26-05-2005 9:41;3074;489;Ricardo;Meador;ricardo.meador@sakilacustomer.org
220;26-05-2005 10:06;1259;542;Lonnie;Tirado;lonnie.tirado@sakilacustomer.org
221;26-05-2005 10:14;3578;143;Leslie;Gordon;leslie.gordon@sakilacustomer.org
222;26-05-2005 10:14;2745;83;Louise;Jenkins;louise.jenkins@sakilacustomer.org
223;26-05-2005 10:15;3121;460;Leon;Bostic;leon.bostic@sakilacustomer.org
224;26-05-2005 10:18;4285;318;Brian;Wyman;brian.wyman@sakilacustomer.org
225;26-05-2005 10:27;651;467;Alvin;Deloach;alvin.deloach@sakilacustomer.org
226;26-05-2005 10:44;4181;221;Bessie;Morrison;bessie.morrison@sakilacustomer.org
227;26-05-2005 10:51;214;301;Robert;Baughman;robert.baughman@sakilacustomer.org
228;26-05-2005 10:54;511;571;Johnnie;Chisholm;johnnie.chisholm@sakilacustomer.org
229;26-05-2005 11:19;1131;312;Mark;Rinehart;mark.rinehart@sakilacustomer.org
230;26-05-2005 11:31;1085;58;Jean;Bell;jean.bell@sakilacustomer.org
231;26-05-2005 11:31;4032;365;Bruce;Schwarz;bruce.schwarz@sakilacustomer.org
232;26-05-2005 11:38;2945;256;Mabel;Holland;mabel.holland@sakilacustomer.org
233;26-05-2005 11:43;715;531;Jamie;Waugh;jamie.waugh@sakilacustomer.org
234;26-05-2005 11:47;1321;566;Casey;Mena;casey.mena@sakilacustomer.org
235;26-05-2005 11:51;3537;119;Sherry;Marshall;sherry.marshall@sakilacustomer.org
236;26-05-2005 11:53;1265;446;Theodore;Culp;theodore.culp@sakilacustomer.org
237;26-05-2005 12:15;241;536;Fernando;Churchill;fernando.churchill@sakilacustomer.org
238;26-05-2005 12:30;503;211;Stacey;Montgomery;stacey.montgomery@sakilacustomer.org
239;26-05-2005 12:30;131;49;Joyce;Edwards;joyce.edwards@sakilacustomer.org
240;26-05-2005 12:40;3420;103;Gladys;Hamilton;gladys.hamilton@sakilacustomer.org
241;26-05-2005 12:49;4438;245;Courtney;Day;courtney.day@sakilacustomer.org
242;26-05-2005 13:05;2095;214;Kristin;Johnston;kristin.johnston@sakilacustomer.org
243;26-05-2005 13:06;1721;543;Lance;Pemberton;lance.pemberton@sakilacustomer.org
244;26-05-2005 13:40;1041;257;Marsha;Douglas;marsha.douglas@sakilacustomer.org
245;26-05-2005 13:46;3045;158;Veronica;Stone;veronica.stone@sakilacustomer.org
246;26-05-2005 13:57;2829;240;Marlene;Welch;marlene.welch@sakilacustomer.org
247;26-05-2005 14:01;4095;102;Crystal;Ford;crystal.ford@sakilacustomer.org
248;26-05-2005 14:07;1913;545;Julio;Noland;julio.noland@sakilacustomer.org
249;26-05-2005 14:19;2428;472;Greg;Robins;greg.robins@sakilacustomer.org
250;26-05-2005 14:30;368;539;Mathew;Bolin;mathew.bolin@sakilacustomer.org
251;26-05-2005 14:35;4352;204;Rosemary;Schmidt;rosemary.schmidt@sakilacustomer.org
252;26-05-2005 14:39;1203;187;Brittany;Riley;brittany.riley@sakilacustomer.org
253;26-05-2005 14:43;2969;416;Jeffery;Pinson;jeffery.pinson@sakilacustomer.org
254;26-05-2005 14:43;1835;390;Shawn;Heaton;shawn.heaton@sakilacustomer.org
255;26-05-2005 14:52;3264;114;Grace;Ellis;grace.ellis@sakilacustomer.org
256;26-05-2005 15:20;3194;436;Troy;Quigley;troy.quigley@sakilacustomer.org
257;26-05-2005 15:27;2570;373;Louis;Leone;louis.leone@sakilacustomer.org
258;26-05-2005 15:28;3534;502;Brett;Cornwell;brett.cornwell@sakilacustomer.org
259;26-05-2005 15:32;30;482;Maurice;Crawley;maurice.crawley@sakilacustomer.org
260;26-05-2005 15:42;435;21;Michelle;Clark;michelle.clark@sakilacustomer.org
261;26-05-2005 15:44;1369;414;Vincent;Ralston;vincent.ralston@sakilacustomer.org
262;26-05-2005 15:46;4261;236;Marcia;Dean;marcia.dean@sakilacustomer.org
263;26-05-2005 15:47;1160;449;Oscar;Aquino;oscar.aquino@sakilacustomer.org
264;26-05-2005 16:00;2069;251;Vickie;Brewer;vickie.brewer@sakilacustomer.org
265;26-05-2005 16:07;2276;303;William;Satterfield;william.satterfield@sakilacustomer.org
266;26-05-2005 16:08;3303;263;Hilda;Hopkins;hilda.hopkins@sakilacustomer.org
267;26-05-2005 16:16;1206;417;Travis;Estep;travis.estep@sakilacustomer.org
268;26-05-2005 16:19;1714;75;Tammy;Sanders;tammy.sanders@sakilacustomer.org
269;26-05-2005 16:19;3501;322;Jason;Morrissey;jason.morrissey@sakilacustomer.org
270;26-05-2005 16:20;207;200;Jeanne;Lawson;jeanne.lawson@sakilacustomer.org
271;26-05-2005 16:22;2388;92;Tina;Simmons;tina.simmons@sakilacustomer.org
272;26-05-2005 16:27;971;71;Kathy;James;kathy.james@sakilacustomer.org
273;26-05-2005 16:29;1590;193;Katie;Elliott;katie.elliott@sakilacustomer.org
274;26-05-2005 16:48;656;311;Paul;Trout;paul.trout@sakilacustomer.org
275;26-05-2005 17:09;1718;133;Pauline;Henry;pauline.henry@sakilacustomer.org
276;26-05-2005 17:16;1221;58;Jean;Bell;jean.bell@sakilacustomer.org
277;26-05-2005 17:32;1409;45;Janet;Phillips;janet.phillips@sakilacustomer.org
278;26-05-2005 17:40;182;214;Kristin;Johnston;kristin.johnston@sakilacustomer.org
279;26-05-2005 18:02;661;384;Ernest;Stepp;ernest.stepp@sakilacustomer.org
280;26-05-2005 18:36;1896;167;Sally;Pierce;sally.pierce@sakilacustomer.org
281;26-05-2005 18:49;1208;582;Andy;Vanhorn;andy.vanhorn@sakilacustomer.org
282;26-05-2005 18:56;4486;282;Jenny;Castro;jenny.castro@sakilacustomer.org
283;26-05-2005 19:05;3530;242;Glenda;Frazier;glenda.frazier@sakilacustomer.org
284;26-05-2005 19:21;350;359;Willie;Markham;willie.markham@sakilacustomer.org
285;26-05-2005 19:41;2486;162;Lauren;Hudson;lauren.hudson@sakilacustomer.org
286;26-05-2005 19:44;314;371;Billy;Poulin;billy.poulin@sakilacustomer.org
287;26-05-2005 19:44;3631;17;Donna;Thompson;donna.thompson@sakilacustomer.org
288;26-05-2005 19:47;3546;82;Kathryn;Coleman;kathryn.coleman@sakilacustomer.org
289;26-05-2005 20:01;2449;81;Andrea;Henderson;andrea.henderson@sakilacustomer.org
290;26-05-2005 20:08;2776;429;Frederick;Isbell;frederick.isbell@sakilacustomer.org
291;26-05-2005 20:20;485;577;Clifton;Malcolm;clifton.malcolm@sakilacustomer.org
292;26-05-2005 20:22;4264;515;Andre;Rapp;andre.rapp@sakilacustomer.org
293;26-05-2005 20:27;1828;158;Veronica;Stone;veronica.stone@sakilacustomer.org
294;26-05-2005 20:29;2751;369;Fred;Wheat;fred.wheat@sakilacustomer.org
295;26-05-2005 20:33;4030;65;Rose;Howard;rose.howard@sakilacustomer.org
296;26-05-2005 20:35;3878;468;Tim;Cary;tim.cary@sakilacustomer.org
297;26-05-2005 20:48;1594;48;Ann;Evans;ann.evans@sakilacustomer.org
298;26-05-2005 20:52;1083;460;Leon;Bostic;leon.bostic@sakilacustomer.org
299;26-05-2005 20:55;4376;448;Miguel;Betancourt;miguel.betancourt@sakilacustomer.org
300;26-05-2005 20:57;249;47;Frances;Parker;frances.parker@sakilacustomer.org
301;26-05-2005 21:06;3448;274;Naomi;Jennings;naomi.jennings@sakilacustomer.org
302;26-05-2005 21:13;2921;387;Jesse;Schilling;jesse.schilling@sakilacustomer.org
303;26-05-2005 21:16;1111;596;Enrique;Forsythe;enrique.forsythe@sakilacustomer.org
304;26-05-2005 21:21;1701;534;Christian;Jung;christian.jung@sakilacustomer.org
305;26-05-2005 21:22;2665;464;Jerome;Kenyon;jerome.kenyon@sakilacustomer.org
306;26-05-2005 21:31;2781;547;Kurt;Emmons;kurt.emmons@sakilacustomer.org
307;26-05-2005 21:48;1097;375;Aaron;Selby;aaron.selby@sakilacustomer.org
308;26-05-2005 22:01;187;277;Olga;Jimenez;olga.jimenez@sakilacustomer.org
309;26-05-2005 22:38;1946;251;Vickie;Brewer;vickie.brewer@sakilacustomer.org
310;26-05-2005 22:41;593;409;Rodney;Moeller;rodney.moeller@sakilacustomer.org
311;26-05-2005 22:51;2830;201;Vicki;Fields;vicki.fields@sakilacustomer.org
312;26-05-2005 22:52;2008;143;Leslie;Gordon;leslie.gordon@sakilacustomer.org
313;26-05-2005 22:56;4156;594;Eduardo;Hiatt;eduardo.hiatt@sakilacustomer.org
