rental_id;rental_date;inventory_id;customer_id;return_date;staff_id;last_update;customer_id-2;store_id;first_name;last_name;email;address_id;activebool;create_date;last_update-2;active
15;25-05-2005 0:39;3049;319;03-06-2005 3:30;1;16-02-2006 2:30;319;2;Ronald;Weiner;ronald.weiner@sakilacustomer.org;324;True;14-02-2006;2013-05-26 14:49:45.738;1
16;25-05-2005 0:43;389;316;26-05-2005 4:42;2;16-02-2006 2:30;316;1;Steven;Curley;steven.curley@sakilacustomer.org;321;True;14-02-2006;2013-05-26 14:49:45.738;1
17;25-05-2005 1:06;830;575;27-05-2005 0:43;1;16-02-2006 2:30;575;2;Isaac;Oglesby;isaac.oglesby@sakilacustomer.org;581;True;14-02-2006;2013-05-26 14:49:45.738;1
18;25-05-2005 1:10;3376;19;31-05-2005 6:35;2;16-02-2006 2:30;19;1;Ruth;Martinez;ruth.martinez@sakilacustomer.org;23;True;14-02-2006;2013-05-26 14:49:45.738;1
19;25-05-2005 1:17;1941;456;31-05-2005 6:00;1;16-02-2006 2:30;456;2;Ronnie;Ricketts;ronnie.ricketts@sakilacustomer.org;461;True;14-02-2006;2013-05-26 14:49:45.738;1
20;25-05-2005 1:48;3517;185;27-05-2005 2:20;2;16-02-2006 2:30;185;1;Roberta;Harper;roberta.harper@sakilacustomer.org;189;True;14-02-2006;2013-05-26 14:49:45.738;1
21;25-05-2005 1:59;146;388;26-05-2005 1:01;2;16-02-2006 2:30;388;2;Craig;Morrell;craig.morrell@sakilacustomer.org;393;True;14-02-2006;2013-05-26 14:49:45.738;1
22;25-05-2005 2:19;727;509;26-05-2005 4:52;2;16-02-2006 2:30;509;1;Raul;Fortier;raul.fortier@sakilacustomer.org;514;True;14-02-2006;2013-05-26 14:49:45.738;1
23;25-05-2005 2:40;4441;438;29-05-2005 6:34;1;16-02-2006 2:30;438;1;Barry;Lovelace;barry.lovelace@sakilacustomer.org;443;True;14-02-2006;2013-05-26 14:49:45.738;1
24;25-05-2005 2:53;3273;350;27-05-2005 1:15;1;16-02-2006 2:30;350;1;Juan;Fraley;juan.fraley@sakilacustomer.org;355;True;14-02-2006;2013-05-26 14:49:45.738;1
25;25-05-2005 3:21;3961;37;27-05-2005 21:25;2;16-02-2006 2:30;37;1;Pamela;Baker;pamela.baker@sakilacustomer.org;41;True;14-02-2006;2013-05-26 14:49:45.738;1
26;25-05-2005 3:36;4371;371;31-05-2005 0:34;1;16-02-2006 2:30;371;1;Billy;Poulin;billy.poulin@sakilacustomer.org;376;True;14-02-2006;2013-05-26 14:49:45.738;1
27;25-05-2005 3:41;1225;301;30-05-2005 1:13;2;16-02-2006 2:30;301;2;Robert;Baughman;robert.baughman@sakilacustomer.org;306;True;14-02-2006;2013-05-26 14:49:45.738;1
28;25-05-2005 3:42;4068;232;26-05-2005 9:26;2;16-02-2006 2:30;232;2;Constance;Reid;constance.reid@sakilacustomer.org;236;True;14-02-2006;2013-05-26 14:49:45.738;1
29;25-05-2005 3:47;611;44;30-05-2005 0:31;2;16-02-2006 2:30;44;1;Marie;Turner;marie.turner@sakilacustomer.org;48;True;14-02-2006;2013-05-26 14:49:45.738;1
30;25-05-2005 4:01;3744;430;30-05-2005 3:12;1;16-02-2006 2:30;430;1;Ray;Houle;ray.houle@sakilacustomer.org;435;True;14-02-2006;2013-05-26 14:49:45.738;1
31;25-05-2005 4:05;4482;369;30-05-2005 7:15;1;16-02-2006 2:30;369;2;Fred;Wheat;fred.wheat@sakilacustomer.org;374;True;14-02-2006;2013-05-26 14:49:45.738;1
32;25-05-2005 4:06;3832;230;25-05-2005 23:55;1;16-02-2006 2:30;230;2;Joy;George;joy.george@sakilacustomer.org;234;True;14-02-2006;2013-05-26 14:49:45.738;1
33;25-05-2005 4:18;1681;272;27-05-2005 3:58;1;16-02-2006 2:30;272;1;Kay;Caldwell;kay.caldwell@sakilacustomer.org;277;True;14-02-2006;2013-05-26 14:49:45.738;1
34;25-05-2005 4:19;2613;597;29-05-2005 0:10;2;16-02-2006 2:30;597;1;Freddie;Duggan;freddie.duggan@sakilacustomer.org;603;True;14-02-2006;2013-05-26 14:49:45.738;1
35;25-05-2005 4:24;1286;484;27-05-2005 7:02;2;16-02-2006 2:30;484;1;Roberto;Vu;roberto.vu@sakilacustomer.org;489;True;14-02-2006;2013-05-26 14:49:45.738;1
36;25-05-2005 4:36;1308;88;29-05-2005 0:31;1;16-02-2006 2:30;88;2;Bonnie;Hughes;bonnie.hughes@sakilacustomer.org;92;True;14-02-2006;2013-05-26 14:49:45.738;1
37;25-05-2005 4:44;403;535;29-05-2005 1:03;1;16-02-2006 2:30;535;1;Javier;Elrod;javier.elrod@sakilacustomer.org;541;True;14-02-2006;2013-05-26 14:49:45.738;1
38;25-05-2005 4:47;2540;302;01-06-2005 0:58;1;16-02-2006 2:30;302;1;Michael;Silverman;michael.silverman@sakilacustomer.org;307;True;14-02-2006;2013-05-26 14:49:45.738;1
39;25-05-2005 4:51;4466;207;31-05-2005 3:14;2;16-02-2006 2:30;207;1;Gertrude;Castillo;gertrude.castillo@sakilacustomer.org;211;True;14-02-2006;2013-05-26 14:49:45.738;1
40;25-05-2005 5:09;2638;413;27-05-2005 23:12;1;16-02-2006 2:30;413;2;Marvin;Yee;marvin.yee@sakilacustomer.org;418;True;14-02-2006;2013-05-26 14:49:45.738;1
41;25-05-2005 5:12;1761;174;02-06-2005 0:28;1;16-02-2006 2:30;174;2;Yvonne;Watkins;yvonne.watkins@sakilacustomer.org;178;True;14-02-2006;2013-05-26 14:49:45.738;1
42;25-05-2005 5:24;380;523;31-05-2005 2:47;2;16-02-2006 2:30;523;1;Harvey;Guajardo;harvey.guajardo@sakilacustomer.org;529;True;14-02-2006;2013-05-26 14:49:45.738;1
43;25-05-2005 5:39;2578;532;26-05-2005 6:54;2;16-02-2006 2:30;532;2;Neil;Renner;neil.renner@sakilacustomer.org;538;True;14-02-2006;2013-05-26 14:49:45.738;1
44;25-05-2005 5:53;3098;207;29-05-2005 10:56;2;16-02-2006 2:30;207;1;Gertrude;Castillo;gertrude.castillo@sakilacustomer.org;211;True;14-02-2006;2013-05-26 14:49:45.738;1
45;25-05-2005 5:59;1853;436;02-06-2005 9:56;2;16-02-2006 2:30;436;1;Troy;Quigley;troy.quigley@sakilacustomer.org;441;True;14-02-2006;2013-05-26 14:49:45.738;1
46;25-05-2005 6:04;3318;7;02-06-2005 8:18;2;16-02-2006 2:30;7;1;Maria;Miller;maria.miller@sakilacustomer.org;11;True;14-02-2006;2013-05-26 14:49:45.738;1
47;25-05-2005 6:05;2211;35;30-05-2005 3:04;1;16-02-2006 2:30;35;2;Virginia;Green;virginia.green@sakilacustomer.org;39;True;14-02-2006;2013-05-26 14:49:45.738;1
48;25-05-2005 6:20;1780;282;02-06-2005 5:42;1;16-02-2006 2:30;282;2;Jenny;Castro;jenny.castro@sakilacustomer.org;287;True;14-02-2006;2013-05-26 14:49:45.738;1
49;25-05-2005 6:39;2965;498;30-05-2005 10:12;2;16-02-2006 2:30;498;1;Gene;Sanborn;gene.sanborn@sakilacustomer.org;503;True;14-02-2006;2013-05-26 14:49:45.738;1
50;25-05-2005 6:44;1983;18;28-05-2005 11:28;2;16-02-2006 2:30;18;2;Carol;Garcia;carol.garcia@sakilacustomer.org;22;True;14-02-2006;2013-05-26 14:49:45.738;1
51;25-05-2005 6:49;1257;256;26-05-2005 6:42;1;16-02-2006 2:30;256;2;Mabel;Holland;mabel.holland@sakilacustomer.org;261;True;14-02-2006;2013-05-26 14:49:45.738;1
52;25-05-2005 6:51;4017;507;31-05-2005 1:27;2;16-02-2006 2:30;507;2;Edgar;Rhoads;edgar.rhoads@sakilacustomer.org;512;True;14-02-2006;2013-05-26 14:49:45.738;1
53;25-05-2005 7:19;1255;569;27-05-2005 5:19;2;16-02-2006 2:30;569;2;Dave;Gardiner;dave.gardiner@sakilacustomer.org;575;True;14-02-2006;2013-05-26 14:49:45.738;1
54;25-05-2005 7:23;2787;291;01-06-2005 5:05;2;16-02-2006 2:30;291;1;Toni;Holt;toni.holt@sakilacustomer.org;296;True;14-02-2006;2013-05-26 14:49:45.738;1
55;25-05-2005 8:26;1139;131;30-05-2005 10:57;1;16-02-2006 2:30;131;2;Monica;Hicks;monica.hicks@sakilacustomer.org;135;True;14-02-2006;2013-05-26 14:49:45.738;1
56;25-05-2005 8:28;1352;511;26-05-2005 14:21;1;16-02-2006 2:30;511;1;Chester;Benner;chester.benner@sakilacustomer.org;516;True;14-02-2006;2013-05-26 14:49:45.738;1
57;25-05-2005 8:43;3938;6;29-05-2005 6:42;2;16-02-2006 2:30;6;2;Jennifer;Davis;jennifer.davis@sakilacustomer.org;10;True;14-02-2006;2013-05-26 14:49:45.738;1
58;25-05-2005 8:53;3050;323;28-05-2005 14:40;1;16-02-2006 2:30;323;2;Matthew;Mahan;matthew.mahan@sakilacustomer.org;328;True;14-02-2006;2013-05-26 14:49:45.738;1
59;25-05-2005 8:56;2884;408;01-06-2005 9:52;1;16-02-2006 2:30;408;1;Manuel;Murrell;manuel.murrell@sakilacustomer.org;413;True;14-02-2006;2013-05-26 14:49:45.738;1
60;25-05-2005 8:58;330;470;30-05-2005 14:14;1;16-02-2006 2:30;470;1;Gordon;Allard;gordon.allard@sakilacustomer.org;475;True;14-02-2006;2013-05-26 14:49:45.738;1
61;25-05-2005 9:01;4210;250;02-06-2005 7:22;2;16-02-2006 2:30;250;2;Jo;Fowler;jo.fowler@sakilacustomer.org;254;True;14-02-2006;2013-05-26 14:49:45.738;1
62;25-05-2005 9:18;261;419;30-05-2005 10:55;1;16-02-2006 2:30;419;1;Chad;Carbone;chad.carbone@sakilacustomer.org;424;True;14-02-2006;2013-05-26 14:49:45.738;1
63;25-05-2005 9:19;4008;383;27-05-2005 4:24;1;16-02-2006 2:30;383;1;Martin;Bales;martin.bales@sakilacustomer.org;388;True;14-02-2006;2013-05-26 14:49:45.738;1
64;25-05-2005 9:21;79;368;03-06-2005 11:31;1;16-02-2006 2:30;368;1;Harry;Arce;harry.arce@sakilacustomer.org;373;True;14-02-2006;2013-05-26 14:49:45.738;0
65;25-05-2005 9:32;3552;346;29-05-2005 14:21;1;16-02-2006 2:30;346;1;Arthur;Simpkins;arthur.simpkins@sakilacustomer.org;351;True;14-02-2006;2013-05-26 14:49:45.738;1
66;25-05-2005 9:35;1162;86;29-05-2005 4:16;2;16-02-2006 2:30;86;2;Jacqueline;Long;jacqueline.long@sakilacustomer.org;90;True;14-02-2006;2013-05-26 14:49:45.738;1
67;25-05-2005 9:41;239;119;27-05-2005 13:46;2;16-02-2006 2:30;119;1;Sherry;Marshall;sherry.marshall@sakilacustomer.org;123;True;14-02-2006;2013-05-26 14:49:45.738;1
68;25-05-2005 9:47;4029;120;31-05-2005 10:20;2;16-02-2006 2:30;120;2;Sylvia;Ortiz;sylvia.ortiz@sakilacustomer.org;124;True;14-02-2006;2013-05-26 14:49:45.738;1
69;25-05-2005 10:10;3207;305;27-05-2005 14:02;2;16-02-2006 2:30;305;1;Richard;Mccrary;richard.mccrary@sakilacustomer.org;310;True;14-02-2006;2013-05-26 14:49:45.738;1
70;25-05-2005 10:15;2168;73;27-05-2005 5:56;2;16-02-2006 2:30;73;2;Beverly;Brooks;beverly.brooks@sakilacustomer.org;77;True;14-02-2006;2013-05-26 14:49:45.738;1
71;25-05-2005 10:26;2408;100;28-05-2005 4:59;1;16-02-2006 2:30;100;1;Robin;Hayes;robin.hayes@sakilacustomer.org;104;True;14-02-2006;2013-05-26 14:49:45.738;1
72;25-05-2005 10:52;2260;48;28-05-2005 5:52;2;16-02-2006 2:30;48;1;Ann;Evans;ann.evans@sakilacustomer.org;52;True;14-02-2006;2013-05-26 14:49:45.738;1
73;25-05-2005 11:00;517;391;01-06-2005 13:56;2;16-02-2006 2:30;391;1;Clarence;Gamez;clarence.gamez@sakilacustomer.org;396;True;14-02-2006;2013-05-26 14:49:45.738;1
74;25-05-2005 11:09;1744;265;26-05-2005 12:23;2;16-02-2006 2:30;265;2;Jennie;Terry;jennie.terry@sakilacustomer.org;270;True;14-02-2006;2013-05-26 14:49:45.738;1
75;25-05-2005 11:13;3393;510;03-06-2005 12:58;1;16-02-2006 2:30;510;2;Ben;Easter;ben.easter@sakilacustomer.org;515;True;14-02-2006;2013-05-26 14:49:45.738;0
76;25-05-2005 11:30;3021;1;03-06-2005 12:00;2;16-02-2006 2:30;1;1;Mary;Smith;mary.smith@sakilacustomer.org;5;True;14-02-2006;2013-05-26 14:49:45.738;1
77;25-05-2005 11:31;1303;451;26-05-2005 16:53;2;16-02-2006 2:30;451;1;Jim;Rea;jim.rea@sakilacustomer.org;456;True;14-02-2006;2013-05-26 14:49:45.738;1
78;25-05-2005 11:35;4067;135;31-05-2005 12:48;2;16-02-2006 2:30;135;2;Juanita;Mason;juanita.mason@sakilacustomer.org;139;True;14-02-2006;2013-05-26 14:49:45.738;1
79;25-05-2005 12:11;3299;245;03-06-2005 10:54;2;16-02-2006 2:30;245;1;Courtney;Day;courtney.day@sakilacustomer.org;249;True;14-02-2006;2013-05-26 14:49:45.738;1
80;25-05-2005 12:12;2478;314;31-05-2005 17:46;2;16-02-2006 2:30;314;1;George;Linton;george.linton@sakilacustomer.org;319;True;14-02-2006;2013-05-26 14:49:45.738;1
81;25-05-2005 12:15;2610;286;02-06-2005 14:08;2;16-02-2006 2:30;286;1;Velma;Lucas;velma.lucas@sakilacustomer.org;291;True;14-02-2006;2013-05-26 14:49:45.738;1
82;25-05-2005 12:17;1388;427;01-06-2005 10:48;1;16-02-2006 2:30;427;2;Jesus;Mccartney;jesus.mccartney@sakilacustomer.org;432;True;14-02-2006;2013-05-26 14:49:45.738;1
83;25-05-2005 12:30;466;131;27-05-2005 15:40;1;16-02-2006 2:30;131;2;Monica;Hicks;monica.hicks@sakilacustomer.org;135;True;14-02-2006;2013-05-26 14:49:45.738;1
84;25-05-2005 12:36;1829;492;29-05-2005 18:33;1;16-02-2006 2:30;492;2;Lester;Kraus;lester.kraus@sakilacustomer.org;497;True;14-02-2006;2013-05-26 14:49:45.738;1
85;25-05-2005 13:05;470;414;29-05-2005 16:53;1;16-02-2006 2:30;414;1;Vincent;Ralston;vincent.ralston@sakilacustomer.org;419;True;14-02-2006;2013-05-26 14:49:45.738;1
86;25-05-2005 13:36;2275;266;30-05-2005 14:53;1;16-02-2006 2:30;266;2;Nora;Herrera;nora.herrera@sakilacustomer.org;271;True;14-02-2006;2013-05-26 14:49:45.738;1
87;25-05-2005 13:52;1586;331;29-05-2005 11:12;2;16-02-2006 2:30;331;1;Eric;Robert;eric.robert@sakilacustomer.org;336;True;14-02-2006;2013-05-26 14:49:45.738;1
88;25-05-2005 14:13;2221;53;29-05-2005 9:32;2;16-02-2006 2:30;53;1;Heather;Morris;heather.morris@sakilacustomer.org;57;True;14-02-2006;2013-05-26 14:49:45.738;1
89;25-05-2005 14:28;2181;499;29-05-2005 14:33;1;16-02-2006 2:30;499;2;Marc;Outlaw;marc.outlaw@sakilacustomer.org;504;True;14-02-2006;2013-05-26 14:49:45.738;1
90;25-05-2005 14:31;2984;25;01-06-2005 10:07;1;16-02-2006 2:30;25;1;Deborah;Walker;deborah.walker@sakilacustomer.org;29;True;14-02-2006;2013-05-26 14:49:45.738;1
91;25-05-2005 14:57;139;267;01-06-2005 18:32;1;16-02-2006 2:30;267;1;Margie;Wade;margie.wade@sakilacustomer.org;272;True;14-02-2006;2013-05-26 14:49:45.738;1
92;25-05-2005 15:38;775;302;31-05-2005 13:40;2;16-02-2006 2:30;302;1;Michael;Silverman;michael.silverman@sakilacustomer.org;307;True;14-02-2006;2013-05-26 14:49:45.738;1
93;25-05-2005 15:54;4360;288;03-06-2005 20:18;1;16-02-2006 2:30;288;1;Bobbie;Craig;bobbie.craig@sakilacustomer.org;293;True;14-02-2006;2013-05-26 14:49:45.738;1
94;25-05-2005 16:03;1675;197;30-05-2005 14:23;1;16-02-2006 2:30;197;2;Sue;Peters;sue.peters@sakilacustomer.org;201;True;14-02-2006;2013-05-26 14:49:45.738;1
95;25-05-2005 16:12;178;400;02-06-2005 18:55;2;16-02-2006 2:30;400;2;Bryan;Hardison;bryan.hardison@sakilacustomer.org;405;True;14-02-2006;2013-05-26 14:49:45.738;1
96;25-05-2005 16:32;3418;49;30-05-2005 10:47;2;16-02-2006 2:30;49;2;Joyce;Edwards;joyce.edwards@sakilacustomer.org;53;True;14-02-2006;2013-05-26 14:49:45.738;1
97;25-05-2005 16:34;1283;263;28-05-2005 12:13;2;16-02-2006 2:30;263;1;Hilda;Hopkins;hilda.hopkins@sakilacustomer.org;268;True;14-02-2006;2013-05-26 14:49:45.738;1
98;25-05-2005 16:48;2970;269;27-05-2005 11:29;2;16-02-2006 2:30;269;1;Cassandra;Walters;cassandra.walters@sakilacustomer.org;274;True;14-02-2006;2013-05-26 14:49:45.738;1
99;25-05-2005 16:50;535;44;28-05-2005 18:52;1;16-02-2006 2:30;44;1;Marie;Turner;marie.turner@sakilacustomer.org;48;True;14-02-2006;2013-05-26 14:49:45.738;1
100;25-05-2005 16:50;2599;208;02-06-2005 22:11;1;16-02-2006 2:30;208;1;Lucy;Wheeler;lucy.wheeler@sakilacustomer.org;212;True;14-02-2006;2013-05-26 14:49:45.738;1
101;25-05-2005 17:17;617;468;31-05-2005 19:47;1;16-02-2006 2:30;468;1;Tim;Cary;tim.cary@sakilacustomer.org;473;True;14-02-2006;2013-05-26 14:49:45.738;1
102;25-05-2005 17:22;373;343;31-05-2005 19:47;1;16-02-2006 2:30;343;1;Douglas;Graf;douglas.graf@sakilacustomer.org;348;True;14-02-2006;2013-05-26 14:49:45.738;1
103;25-05-2005 17:30;3343;384;03-06-2005 22:36;1;16-02-2006 2:30;384;2;Ernest;Stepp;ernest.stepp@sakilacustomer.org;389;True;14-02-2006;2013-05-26 14:49:45.738;1
104;25-05-2005 17:46;4281;310;27-05-2005 15:20;1;16-02-2006 2:30;310;2;Daniel;Cabral;daniel.cabral@sakilacustomer.org;315;True;14-02-2006;2013-05-26 14:49:45.738;1
105;25-05-2005 17:54;794;108;30-05-2005 12:03;2;16-02-2006 2:30;108;1;Tracy;Cole;tracy.cole@sakilacustomer.org;112;True;14-02-2006;2013-05-26 14:49:45.738;1
106;25-05-2005 18:18;3627;196;04-06-2005 0:01;2;16-02-2006 2:30;196;1;Alma;Austin;alma.austin@sakilacustomer.org;200;True;14-02-2006;2013-05-26 14:49:45.738;1
107;25-05-2005 18:28;2833;317;03-06-2005 22:46;2;16-02-2006 2:30;317;2;Edward;Baugh;edward.baugh@sakilacustomer.org;322;True;14-02-2006;2013-05-26 14:49:45.738;1
108;25-05-2005 18:30;3289;242;30-05-2005 19:40;1;16-02-2006 2:30;242;1;Glenda;Frazier;glenda.frazier@sakilacustomer.org;246;True;14-02-2006;2013-05-26 14:49:45.738;1
109;25-05-2005 18:40;1044;503;29-05-2005 20:39;2;16-02-2006 2:30;503;1;Angel;Barclay;angel.barclay@sakilacustomer.org;508;True;14-02-2006;2013-05-26 14:49:45.738;1
110;25-05-2005 18:43;4108;19;03-06-2005 18:13;2;16-02-2006 2:30;19;1;Ruth;Martinez;ruth.martinez@sakilacustomer.org;23;True;14-02-2006;2013-05-26 14:49:45.738;1
111;25-05-2005 18:45;3725;227;28-05-2005 17:18;1;16-02-2006 2:30;227;1;Colleen;Burton;colleen.burton@sakilacustomer.org;231;True;14-02-2006;2013-05-26 14:49:45.738;1
112;25-05-2005 18:57;2153;500;02-06-2005 20:44;1;16-02-2006 2:30;500;1;Reginald;Kinder;reginald.kinder@sakilacustomer.org;505;True;14-02-2006;2013-05-26 14:49:45.738;1
113;25-05-2005 19:07;2963;93;27-05-2005 22:16;2;16-02-2006 2:30;93;1;Phyllis;Foster;phyllis.foster@sakilacustomer.org;97;True;14-02-2006;2013-05-26 14:49:45.738;1
114;25-05-2005 19:12;4502;506;01-06-2005 23:10;1;16-02-2006 2:30;506;2;Leslie;Seward;leslie.seward@sakilacustomer.org;511;True;14-02-2006;2013-05-26 14:49:45.738;1
115;25-05-2005 19:13;749;455;29-05-2005 20:17;1;16-02-2006 2:30;455;2;Jon;Wiles;jon.wiles@sakilacustomer.org;460;True;14-02-2006;2013-05-26 14:49:45.738;1
116;25-05-2005 19:27;4453;18;26-05-2005 16:23;1;16-02-2006 2:30;18;2;Carol;Garcia;carol.garcia@sakilacustomer.org;22;True;14-02-2006;2013-05-26 14:49:45.738;1
117;25-05-2005 19:30;4278;7;31-05-2005 23:59;2;16-02-2006 2:30;7;1;Maria;Miller;maria.miller@sakilacustomer.org;11;True;14-02-2006;2013-05-26 14:49:45.738;1
118;25-05-2005 19:31;872;524;31-05-2005 15:00;1;16-02-2006 2:30;524;1;Jared;Ely;jared.ely@sakilacustomer.org;530;True;14-02-2006;2013-05-26 14:49:45.738;1
119;25-05-2005 19:37;1359;51;29-05-2005 23:51;2;16-02-2006 2:30;51;1;Alice;Stewart;alice.stewart@sakilacustomer.org;55;True;14-02-2006;2013-05-26 14:49:45.738;1
120;25-05-2005 19:37;37;365;01-06-2005 23:29;2;16-02-2006 2:30;365;2;Bruce;Schwarz;bruce.schwarz@sakilacustomer.org;370;True;14-02-2006;2013-05-26 14:49:45.738;1
121;25-05-2005 19:41;1053;405;29-05-2005 21:31;1;16-02-2006 2:30;405;1;Leonard;Schofield;leonard.schofield@sakilacustomer.org;410;True;14-02-2006;2013-05-26 14:49:45.738;1
122;25-05-2005 19:46;2908;273;02-06-2005 19:07;1;16-02-2006 2:30;273;2;Priscilla;Lowe;priscilla.lowe@sakilacustomer.org;278;True;14-02-2006;2013-05-26 14:49:45.738;1
123;25-05-2005 20:26;1795;43;26-05-2005 19:41;1;16-02-2006 2:30;43;2;Christine;Roberts;christine.roberts@sakilacustomer.org;47;True;14-02-2006;2013-05-26 14:49:45.738;1
124;25-05-2005 20:46;212;246;30-05-2005 0:47;2;16-02-2006 2:30;246;1;Marian;Mendoza;marian.mendoza@sakilacustomer.org;250;True;14-02-2006;2013-05-26 14:49:45.738;1
125;25-05-2005 20:48;952;368;02-06-2005 21:39;1;16-02-2006 2:30;368;1;Harry;Arce;harry.arce@sakilacustomer.org;373;True;14-02-2006;2013-05-26 14:49:45.738;0
126;25-05-2005 21:07;2047;439;28-05-2005 18:51;1;16-02-2006 2:30;439;2;Alexander;Fennell;alexander.fennell@sakilacustomer.org;444;True;14-02-2006;2013-05-26 14:49:45.738;1
127;25-05-2005 21:10;2026;94;02-06-2005 21:38;1;16-02-2006 2:30;94;1;Norma;Gonzales;norma.gonzales@sakilacustomer.org;98;True;14-02-2006;2013-05-26 14:49:45.738;1
128;25-05-2005 21:19;4322;40;29-05-2005 23:34;1;16-02-2006 2:30;40;2;Amanda;Carter;amanda.carter@sakilacustomer.org;44;True;14-02-2006;2013-05-26 14:49:45.738;1
129;25-05-2005 21:20;4154;23;04-06-2005 1:25;2;16-02-2006 2:30;23;2;Sarah;Lewis;sarah.lewis@sakilacustomer.org;27;True;14-02-2006;2013-05-26 14:49:45.738;1
130;25-05-2005 21:21;3990;56;30-05-2005 22:41;2;16-02-2006 2:30;56;1;Gloria;Cook;gloria.cook@sakilacustomer.org;60;True;14-02-2006;2013-05-26 14:49:45.738;1
131;25-05-2005 21:42;815;325;30-05-2005 23:25;2;16-02-2006 2:30;325;1;Timothy;Bunn;timothy.bunn@sakilacustomer.org;330;True;14-02-2006;2013-05-26 14:49:45.738;1
132;25-05-2005 21:46;3367;479;31-05-2005 21:02;1;16-02-2006 2:30;479;1;Zachary;Hite;zachary.hite@sakilacustomer.org;484;True;14-02-2006;2013-05-26 14:49:45.738;1
133;25-05-2005 21:48;399;237;30-05-2005 0:26;2;16-02-2006 2:30;237;1;Tanya;Gilbert;tanya.gilbert@sakilacustomer.org;241;True;14-02-2006;2013-05-26 14:49:45.738;1
134;25-05-2005 21:48;2272;222;02-06-2005 18:28;1;16-02-2006 2:30;222;2;Delores;Hansen;delores.hansen@sakilacustomer.org;226;True;14-02-2006;2013-05-26 14:49:45.738;1
135;25-05-2005 21:58;103;304;03-06-2005 17:50;1;16-02-2006 2:30;304;2;David;Royal;david.royal@sakilacustomer.org;309;True;14-02-2006;2013-05-26 14:49:45.738;1
136;25-05-2005 22:02;2296;504;31-05-2005 18:06;1;16-02-2006 2:30;504;1;Nathaniel;Adam;nathaniel.adam@sakilacustomer.org;509;True;14-02-2006;2013-05-26 14:49:45.738;1
137;25-05-2005 22:25;2591;560;01-06-2005 2:30;2;16-02-2006 2:30;560;1;Jordan;Archuleta;jordan.archuleta@sakilacustomer.org;566;True;14-02-2006;2013-05-26 14:49:45.738;1
138;25-05-2005 22:48;4134;586;29-05-2005 20:21;2;16-02-2006 2:30;586;1;Kirk;Stclair;kirk.stclair@sakilacustomer.org;592;True;14-02-2006;2013-05-26 14:49:45.738;1
